,Location,Obesity Percentage,Lower Limit,Upper Limit,Population
1913,"Mckinley County,  New Mexico",38.6,35.7,41.6,
1914,"Mclean County,  Illinois",33.4,26.9,40.1,
1915,"Mclean County,  Kentucky",38.1,28.8,47.8,
1916,"Mclean County,  North Dakota",34.2,28.8,40.2,
1917,"Mclennan County,  Texas",32.8,25.7,40.1,
1918,"Mcleod County,  Minnesota",34.7,30,40.2,
1919,"Mcminn County,  Tennessee",33.8,27.9,40.2,
1920,"Mcmullen County,  Texas",26,15.1,40.7,
1921,"Mcnairy County,  Tennessee",30.3,23.5,37.4,
1922,"Mcpherson County,  Kansas",30.9,26.9,35,
1923,"Mcpherson County,  Nebraska",25.4,16.2,37.1,
1924,"Mcpherson County,  South Dakota",30.7,20.1,43.2,
1925,"Meade County,  Kansas",35.1,25.5,44.8,
1926,"Meade County,  Kentucky",36.6,30.4,43.7,
1927,"Meade County,  South Dakota",29,26.1,32,
1928,"Meagher County,  Montana",24.9,17.1,34.5,
1929,"Mecklenburg County,  North Carolina",27.8,25.4,30.2,"1,093,901.00"
1930,"Mecklenburg County,  Virginia",39.7,33.2,46.6,
1931,"Mecosta County,  Michigan",34,27.4,41.5,
1932,"Medina County,  Ohio",28.6,23.3,34.3,
1933,"Medina County,  Texas",33.7,21.6,47.2,
1934,"Meeker County,  Minnesota",33.2,27.4,39.2,
1935,"Meigs County,  Ohio",40.7,34.4,47.3,
1936,"Meigs County,  Tennessee",35.3,26,45,
1937,"Mellette County,  South Dakota",35.9,29.5,43,
1938,"Menard County,  Illinois",29.2,18.3,43.6,
1939,"Menard County,  Texas",34.2,20.2,50.6,
1940,"Mendocino County,  California",32.2,25.1,39.8,
1941,"Menifee County,  Kentucky",32.4,24.1,42.1,
1942,"Menominee County,  Michigan",31,23,39.8,
1943,"Menominee County,  Wisconsin",42.8,30.3,55.3,
1944,"Merced County,  California",28.3,22.3,34.4,"274,765.00"
1945,"Mercer County,  Illinois",32.6,22.1,43.9,
1946,"Mercer County,  Kentucky",26.3,16.5,38.7,
1947,"Mercer County,  Missouri",22.6,15.1,33.2,
1948,"Mercer County,  New Jersey",25.4,22.9,28.1,"369,811.00"
1949,"Mercer County,  North Dakota",30.7,25.9,35.7,
1950,"Mercer County,  Ohio",34.7,28.5,40.6,
1951,"Mercer County,  Pennsylvania",33,27.2,38.9,
1952,"Mercer County,  West Virginia",38.8,34.5,43.1,
1953,"Meriwether County,  Georgia",33.1,21.3,47.1,
1954,"Merrick County,  Nebraska",39.1,32.5,46.4,
1955,"Merrimack County,  New Hampshire",27.3,25,29.6,
1956,"Mesa County,  Colorado",23.3,20.4,26.2,
1957,"Metcalfe County,  Kentucky",33.9,25.1,44.2,
1958,"Miami County,  Indiana",36.8,29.4,44.9,
1959,"Miami County,  Kansas",35,31.3,39,
1960,"Miami County,  Ohio",37.4,31.4,44.2,
1961,"Miami-Dade County,  Florida",21.8,19.4,24.7,"2,761,581.00"
1962,"Middlesex County,  Connecticut",25.2,22.6,27.9,
1963,"Middlesex County,  Massachusetts",21.6,20.4,22.9,"1,614,714.00"
1964,"Middlesex County,  New Jersey",25.5,23.2,28,"829,685.00"
1965,"Middlesex County,  Virginia",30.2,20.3,42.1,
1966,"Midland County,  Michigan",38.4,32.8,44.3,
1967,"Midland County,  Texas",34.4,27.7,41.5,
1968,"Mifflin County,  Pennsylvania",41,31.9,50.2,
1969,"Milam County,  Texas",35.5,22.8,48.9,
1970,"Millard County,  Utah",31.6,26.1,37.4,
1971,"Mille Lacs County,  Minnesota",30,25.9,34.3,
1972,"Miller County,  Arkansas",34.1,28.3,40.5,
1973,"Miller County,  Georgia",23.4,12.6,37.4,
1974,"Miller County,  Missouri",38.9,29,48.8,
1975,"Mills County,  Iowa",32.3,24.6,41.6,
1976,"Mills County,  Texas",29.6,18.2,43.6,
1977,"Milwaukee County,  Wisconsin",32,30,34.2,"948,201.00"
1978,"Miner County,  South Dakota",22,13.5,33.9,
1979,"Mineral County,  Colorado",19.4,12,30.3,
1980,"Mineral County,  Montana",27.3,18.8,38,
1981,"Mineral County,  Nevada",29.8,19.3,42.9,
1982,"Mineral County,  West Virginia",35.3,29.6,41.9,
1983,"Mingo County,  West Virginia",36.2,30.2,42.6,
1984,"Minidoka County,  Idaho",34,27.5,41,
1985,"Minnehaha County,  South Dakota",32.1,29.9,34.7,
1986,"Missaukee County,  Michigan",37.4,28.4,46.8,
1987,"Mississippi County,  Arkansas",41.1,34.7,47.8,
1988,"Mississippi County,  Missouri",38.4,30.6,46.7,
1989,"Missoula County,  Montana",22.2,19.4,24.8,
1990,"Mitchell County,  Georgia",34.3,23.6,46,
1991,"Mitchell County,  Iowa",31.5,23.8,41,
1992,"Mitchell County,  Kansas",29.5,23.2,36.4,
1993,"Mitchell County,  North Carolina",26.3,17.5,38.4,
1994,"Mitchell County,  Texas",30.9,19.4,45.6,
1995,"Mobile County,  Alabama",36.5,34.1,39.1,"413,757.00"
1996,"Moca Municipio,  Puerto Rico",No Data,No Data,No Data,
1997,"Modoc County,  California",27.7,16.6,41.7,
1998,"Moffat County,  Colorado",26.1,20.1,32.6,
1999,"Mohave County,  Arizona",32.2,28.5,35.9,
2000,"Moniteau County,  Missouri",42.6,31,55.1,
2001,"Monmouth County,  New Jersey",24.5,21.8,27.3,"621,354.00"
2002,"Mono County,  California",24.6,15.3,35.5,
2003,"Monona County,  Iowa",38.7,27.8,49.3,
2004,"Monongalia County,  West Virginia",30.1,27,33.3,
2005,"Monroe County,  Alabama",42.2,34.4,50.2,
2006,"Monroe County,  Arkansas",38.3,25,51.4,
2007,"Monroe County,  Florida",21.4,17.9,25.1,
2008,"Monroe County,  Georgia",35.8,23.8,48.9,
2009,"Monroe County,  Illinois",36.2,25.2,48.3,
2010,"Monroe County,  Indiana",25.5,22.3,28.9,
2011,"Monroe County,  Iowa",33.6,23.8,44.2,
2012,"Monroe County,  Kentucky",37.1,28.6,46.8,
2013,"Monroe County,  Michigan",37.2,32,42.6,
2014,"Monroe County,  Mississippi",36.3,30.6,43.2,
2015,"Monroe County,  Missouri",30.1,20.9,41.5,
2016,"Monroe County,  New York",29,26.5,31.7,"742,474.00"
2017,"Monroe County,  Ohio",37.6,29.9,45.6,
2018,"Monroe County,  Pennsylvania",32.2,26,38.9,
2019,"Monroe County,  Tennessee",32.8,24.9,41,
2020,"Monroe County,  West Virginia",30.7,23.6,38.2,
2021,"Monroe County,  Wisconsin",38.5,30.6,47.3,
2022,"Montague County,  Texas",30.4,20.2,43.3,
2023,"Montcalm County,  Michigan",35.5,29.2,41.5,
2024,"Monterey County,  California",27.6,23,32.9,"435,594.00"
2025,"Montezuma County,  Colorado",27.3,21.9,33.3,
2026,"Montgomery County,  Alabama",37.7,34,41.2,"225,763.00"
2027,"Montgomery County,  Arkansas",28,19.2,38.4,
2028,"Montgomery County,  Georgia",40.1,27.4,52.8,
2029,"Montgomery County,  Illinois",30.7,20.4,42.7,
2030,"Montgomery County,  Indiana",24.5,19,30.6,
2031,"Montgomery County,  Iowa",25.1,18.5,33.2,
2032,"Montgomery County,  Kansas",41.1,37,45.3,
2033,"Montgomery County,  Kentucky",32.6,26.8,38.8,
2034,"Montgomery County,  Maryland",20.8,19.6,22.3,"1,052,567.00"
2035,"Montgomery County,  Mississippi",37.9,29.5,47.2,
2036,"Montgomery County,  Missouri",26.5,17.6,38.1,
2037,"Montgomery County,  New York",35.1,30.3,40.2,
2038,"Montgomery County,  North Carolina",36.6,25.7,49.6,
2039,"Montgomery County,  Ohio",33.1,30,36.5,"532,331.00"
2040,"Montgomery County,  Pennsylvania",25.2,22.1,28.5,"828,604.00"
2041,"Montgomery County,  Tennessee",34.3,29.9,38.9,
2042,"Montgomery County,  Texas",25.8,20.7,31.1,"590,925.00"
2043,"Montgomery County,  Virginia",26.7,22.4,31.3,
2044,"Montmorency County,  Michigan",35.7,24.5,48.6,
2045,"Montour County,  Pennsylvania",30.1,20.3,41.7,
2046,"Montrose County,  Colorado",20.6,16.3,25.6,
2047,"Moody County,  South Dakota",37,27.6,47.2,
2048,"Moore County,  North Carolina",26.3,20.5,33.5,
2049,"Moore County,  Tennessee",23.8,14.7,38,
2050,"Moore County,  Texas",27.3,18,37.7,
2051,"Mora County,  New Mexico",26.6,18,36.3,
2052,"Morehouse Parish,  Louisiana",43.5,35.4,51.3,
2053,"Morgan County,  Alabama",32.1,26.7,38.7,
2054,"Morgan County,  Colorado",34.9,29.7,40.2,
2055,"Morgan County,  Georgia",34.7,23.3,47.3,
2056,"Morgan County,  Illinois",32,22.4,43,
2057,"Morgan County,  Indiana",36.2,30.6,41.7,
2058,"Morgan County,  Kentucky",37.4,31.3,44.2,
2059,"Morgan County,  Missouri",35.6,25.4,46.1,
2060,"Morgan County,  Ohio",32.3,24.6,39.8,
2061,"Morgan County,  Tennessee",35.6,25.8,45.9,
2062,"Morgan County,  Utah",18.1,13.4,23.6,
2063,"Morgan County,  West Virginia",40.8,33.1,48.9,
2064,"Morovis Municipio,  Puerto Rico",No Data,No Data,No Data,
2065,"Morrill County,  Nebraska",38.3,31.7,44.8,
2066,"Morris County,  Kansas",39.5,32.5,47,
2067,"Morris County,  New Jersey",20.4,18,23,"494,228.00"
2068,"Morris County,  Texas",38.7,24.5,54,
2069,"Morrison County,  Minnesota",32.3,27.3,37.4,
2070,"Morrow County,  Ohio",38.8,31.8,46.4,
2071,"Morrow County,  Oregon",34.5,23.3,45.9,
2072,"Morton County,  Kansas",29.1,21.2,37.6,
2073,"Morton County,  North Dakota",33.7,29.9,37.9,
2074,"Motley County,  Texas",28.1,16.5,43.7,
2075,"Moultrie County,  Illinois",24.3,14.4,37,
2076,"Mountrail County,  North Dakota",38.5,33.1,44.7,
2077,"Mower County,  Minnesota",31.6,26.4,37.1,
2078,"Muhlenberg County,  Kentucky",36,30.4,41.9,
2079,"Multnomah County,  Oregon",23.6,21.9,25.2,"811,880.00"
2080,"Murray County,  Georgia",34.1,24.5,44.2,
2081,"Murray County,  Minnesota",32.3,24.1,41,
2082,"Murray County,  Oklahoma",34.3,26.7,43,
2083,"Muscatine County,  Iowa",36.5,31.1,42.1,
2084,"Muscogee County,  Georgia",38.4,33.6,44,
2085,"Muskegon County,  Michigan",35.6,32.4,38.9,
2086,"Muskingum County,  Ohio",36.4,32.2,40.4,
2087,"Muskogee County,  Oklahoma",42.8,36.7,48.8,
2088,"Musselshell County,  Montana",27.1,19.9,35.7,
2089,"Nacogdoches County,  Texas",35.6,31,40.3,
2090,"Naguabo Municipio,  Puerto Rico",No Data,No Data,No Data,
2091,"Nance County,  Nebraska",30.4,23.9,37.7,
2092,"Nantucket County,  Massachusetts",24.4,16.5,34.5,
2093,"Napa County,  California",23.2,17,29.6,
2094,"Naranjito Municipio,  Puerto Rico",No Data,No Data,No Data,
2095,"Nash County,  North Carolina",41.8,33.6,51,
2096,"Nassau County,  Florida",28,24.5,32.1,
2097,"Nassau County,  New York",23,20.9,25.4,"1,358,343.00"
2098,"Natchitoches Parish,  Louisiana",36.5,28.2,45.3,
2099,"Natrona County,  Wyoming",31.8,29,34.4,
2100,"Navajo County,  Arizona",34.3,30.8,37.9,
2101,"Navarro County,  Texas",30.3,20.3,41.5,
2102,"Nelson County,  Kentucky",34.7,28.2,41.5,
2103,"Nelson County,  North Dakota",38.3,30.5,46.2,
2104,"Nelson County,  Virginia",28,19,38.6,
2105,"Nemaha County,  Kansas",33.4,28,39.4,
2106,"Nemaha County,  Nebraska",38.8,33.4,44.1,
2107,"Neosho County,  Kansas",38.6,32.6,44.8,
2108,"Neshoba County,  Mississippi",43.1,36.2,50.7,
2109,"Ness County,  Kansas",33.3,24.4,43.2,
2110,"Nevada County,  Arkansas",35.6,25.5,46.8,
2111,"Nevada County,  California",21.5,15.5,28.5,
2112,"New Castle County,  Delaware",28.3,26.8,30,"559,335.00"
2113,"New Hanover County,  North Carolina",26.3,22,30.8,"232,274.00"
2114,"New Haven County,  Connecticut",27.8,26.4,29.2,"857,620.00"
2115,"New Kent County,  Virginia",32.4,22.6,43.8,
2116,"New London County,  Connecticut",29.6,27.4,31.9,"266,784.00"
2117,"New Madrid County,  Missouri",35.9,29.3,42.9,
2118,"New York County,  New York",14.7,13.5,16,"1,628,701.00"
2119,"Newaygo County,  Michigan",34.8,27.9,42.3,
2120,"Newberry County,  South Carolina",35.7,31.1,40.9,
2121,"Newport County,  Rhode Island",24.9,22.4,27.4,
2122,"Newport News City,  Virginia",34.5,29.8,38.8,
2123,"Newton County,  Arkansas",31.8,22.5,41.3,
2124,"Newton County,  Georgia",38.4,29.8,46.8,
2125,"Newton County,  Indiana",30,22,39.2,
2126,"Newton County,  Mississippi",34.4,27.3,42.2,
2127,"Newton County,  Missouri",28.6,21.7,36.6,
2128,"Newton County,  Texas",36.6,23.2,51.9,
2129,"Nez Perce County,  Idaho",30.8,27.1,34.8,
2130,"Niagara County,  New York",33.5,29.4,37.7,
2131,"Nicholas County,  Kentucky",33,21.5,45.7,
2132,"Nicholas County,  West Virginia",40.8,35,46.8,
2133,"Nicollet County,  Minnesota",27.6,22.9,32.9,
2134,"Niobrara County,  Wyoming",26.4,18.4,36,
2135,"Noble County,  Indiana",38.6,31.2,46.3,
2136,"Noble County,  Ohio",40.7,32.5,49.7,
2137,"Noble County,  Oklahoma",39,27.7,50.3,
2138,"Nobles County,  Minnesota",33.4,27.3,40.1,
2139,"Nodaway County,  Missouri",35.5,28.6,42.3,
2140,"Nolan County,  Texas",36.1,23,50.2,
2141,"Nome Census Area,  Alaska",40.2,33.3,46.7,
2142,"Norfolk City,  Virginia",34,30.6,37.7,
2143,"Norfolk County,  Massachusetts",22.6,20.6,24.5,"705,388.00"
2144,"Norman County,  Minnesota",36.1,28.2,44.6,
2145,"North Slope Borough,  Alaska",39.7,33,46.5,
2146,"Northampton County,  North Carolina",33.9,24.4,45.5,
2147,"Northampton County,  Pennsylvania",31.7,26.7,36.4,"304,807.00"
2148,"Northampton County,  Virginia",35.9,27.2,44.4,
2149,"Northumberland County,  Pennsylvania",40.9,35,47.6,
2150,"Northumberland County,  Virginia",30.7,21.7,41.1,
2151,"Northwest Arctic Borough,  Alaska",41.8,34.4,49.9,
2152,"Norton City,  Virginia",31.8,20,45.1,
2153,"Norton County,  Kansas",29.9,22.7,38.3,
2154,"Nottoway County,  Virginia",39.1,28.8,49.9,
2155,"Nowata County,  Oklahoma",36.4,26.7,47.8,
2156,"Noxubee County,  Mississippi",42.3,31.3,53.8,
2157,"Nuckolls County,  Nebraska",34.9,28.8,41.7,
2158,"Nueces County,  Texas",32.7,28.9,36.5,"362,265.00"
2159,"Nye County,  Nevada",33.8,28.4,39.9,
2160,"Oakland County,  Michigan",24.5,22.8,26.3,"1,259,201.00"
2161,"Obion County,  Tennessee",38,30.3,46.3,
2162,"Obrien County,  Iowa",27.8,20.2,35.7,
2163,"Ocean County,  New Jersey",27.7,25,30.7,"601,651.00"
2164,"Oceana County,  Michigan",30.5,23.7,37.9,
2165,"Ochiltree County,  Texas",24,15.1,36.6,
2166,"Oconee County,  Georgia",23.4,15.5,34,
2167,"Oconee County,  South Carolina",32.2,27.9,36.9,
2168,"Oconto County,  Wisconsin",38,28.3,48,
2169,"Ogemaw County,  Michigan",39.2,29.7,50,
2170,"Oglala Lakota County,  South Dakota",38.9,35.7,42.4,
2171,"Ogle County,  Illinois",37,28,46.7,
2172,"Oglethorpe County,  Georgia",34.6,22.4,48.2,
2173,"Ohio County,  Indiana",35.2,23.9,47.8,
2174,"Ohio County,  Kentucky",36,28.3,44.3,
2175,"Ohio County,  West Virginia",35.5,30.2,41,
2176,"Okaloosa County,  Florida",26.9,23.9,30,
2177,"Okanogan County,  Washington",33.3,28,38.8,
2178,"Okeechobee County,  Florida",32.9,28.7,37.2,
2179,"Okfuskee County,  Oklahoma",48.8,36.8,59.9,
2180,"Oklahoma County,  Oklahoma",30.6,28.8,32.4,"792,582.00"
2181,"Okmulgee County,  Oklahoma",32.9,26.2,39.7,
2182,"Oktibbeha County,  Mississippi",33.7,28.3,39.4,
2183,"Oldham County,  Kentucky",20.8,15.9,26,
2184,"Oldham County,  Texas",21.8,13,34.3,
2185,"Oliver County,  North Dakota",27.2,19.1,36.4,
2186,"Olmsted County,  Minnesota",26.7,24.3,29.7,
2187,"Oneida County,  Idaho",28.9,20.5,38.2,
2188,"Oneida County,  New York",33.5,29.9,37.2,"229,577.00"
2189,"Oneida County,  Wisconsin",34.7,29.7,39.1,
2190,"Onondaga County,  New York",29.4,26.6,32,"461,809.00"
2191,"Onslow County,  North Carolina",30.3,25.6,35.3,
2192,"Ontario County,  New York",33,28.7,37.4,
2193,"Ontonagon County,  Michigan",28.6,18.2,41.3,
2194,"Orange County,  California",19,17.3,20.8,"3,185,968.00"
2195,"Orange County,  Florida",25.2,22.9,27.6,"1,380,645.00"
2196,"Orange County,  Indiana",35.6,27,44.4,
2197,"Orange County,  New York",30.2,27.1,33.4,"381,951.00"
2198,"Orange County,  North Carolina",22.7,17.6,28.8,
2199,"Orange County,  Texas",40.9,33.2,48.7,
2200,"Orange County,  Vermont",28.1,24.9,31.5,
2201,"Orange County,  Virginia",36.6,28.9,45.4,
2202,"Orangeburg County,  South Carolina",41.4,37.6,44.9,
2203,"Oregon County,  Missouri",30.2,21,40.4,
2204,"Orleans County,  New York",38.4,32.6,43.8,
2205,"Orleans County,  Vermont",30.3,27.4,33.1,
2206,"Orleans Parish,  Louisiana",29.4,26.1,32.9,"391,006.00"
2207,"Orocovis Municipio,  Puerto Rico",No Data,No Data,No Data,
2208,"Osage County,  Kansas",39.5,33.9,45.2,
2209,"Osage County,  Missouri",28.5,19,40.2,
2210,"Osage County,  Oklahoma",32.4,26.5,39,
2211,"Osborne County,  Kansas",28.4,21.3,36.5,
2212,"Osceola County,  Florida",29.9,26.4,33.7,"367,990.00"
2213,"Osceola County,  Iowa",31.4,22.1,42.1,
2214,"Osceola County,  Michigan",40.5,31,50.5,
2215,"Oscoda County,  Michigan",39.1,27.7,50.7,
2216,"Oswego County,  New York",33.8,29.7,37.9,
2217,"Otero County,  Colorado",35,28.9,41.2,
2218,"Otero County,  New Mexico",31.5,27.3,36,
2219,"Otoe County,  Nebraska",39.8,35.7,43.9,
2220,"Otsego County,  Michigan",27.1,18.8,36.2,
2221,"Otsego County,  New York",29.6,25.8,33.6,
2222,"Ottawa County,  Kansas",33.2,26.4,40.6,
2223,"Ottawa County,  Michigan",27,23.7,30.6,"290,494.00"
2224,"Ottawa County,  Ohio",33.5,27,40.5,
2225,"Ottawa County,  Oklahoma",36.7,28.5,45.1,
2226,"Otter Tail County,  Minnesota",31.7,27.9,35.4,
2227,"Ouachita County,  Arkansas",38.2,31.6,45,
2228,"Ouachita Parish,  Louisiana",40.3,36,44.5,
2229,"Ouray County,  Colorado",20.5,13.2,29.5,
2230,"Outagamie County,  Wisconsin",33.1,28.6,37.6,
2231,"Overton County,  Tennessee",39.1,31.1,47.6,
2232,"Owen County,  Indiana",31,23.8,39.2,
2233,"Owen County,  Kentucky",35.1,25.2,45.4,
2234,"Owsley County,  Kentucky",47.6,37.2,58.1,
2235,"Owyhee County,  Idaho",40,31.6,48.4,
2236,"Oxford County,  Maine",33.6,30.7,36.5,
2237,"Ozark County,  Missouri",23.2,15.4,32.8,
2238,"Ozaukee County,  Wisconsin",23,17.6,29.6,
2239,"Pacific County,  Washington",33.8,27.5,40.4,
2240,"Page County,  Iowa",44.5,35.8,53,
2241,"Page County,  Virginia",36.3,26.7,46.4,
2242,"Palm Beach County,  Florida",21.1,18.8,23.6,"1,485,941.00"
2243,"Palo Alto County,  Iowa",31.4,21.7,42.8,
2244,"Palo Pinto County,  Texas",31.8,20.3,45.6,
2245,"Pamlico County,  North Carolina",37.7,25.9,50.1,
2246,"Panola County,  Mississippi",33.7,27.6,40,
2247,"Panola County,  Texas",37.3,24.5,51.5,
2248,"Park County,  Colorado",22.6,17.2,28.9,
2249,"Park County,  Montana",23.8,18.3,30.3,
2250,"Park County,  Wyoming",25.1,21.4,29.4,
2251,"Parke County,  Indiana",29,21.3,38,
2252,"Parker County,  Texas",35,27.2,43.8,
2253,"Parmer County,  Texas",40.4,26.5,54.2,
2254,"Pasco County,  Florida",32,28.8,35.3,"539,630.00"
2255,"Pasquotank County,  North Carolina",39.4,33.5,45.7,
2256,"Passaic County,  New Jersey",27,24.4,30.1,"503,310.00"
2257,"Patillas Municipio,  Puerto Rico",No Data,No Data,No Data,
2258,"Patrick County,  Virginia",23.6,16.4,32.2,
2259,"Paulding County,  Georgia",33.6,26.8,40.7,
2260,"Paulding County,  Ohio",37.3,28.9,46.2,
2261,"Pawnee County,  Kansas",37,30.6,44.3,
2262,"Pawnee County,  Nebraska",33.7,26,42.1,
2263,"Pawnee County,  Oklahoma",39.4,29.7,48.9,
2264,"Payette County,  Idaho",34.6,28.5,41.5,
2265,"Payne County,  Oklahoma",32.5,28,37.7,
2266,"Peach County,  Georgia",37.2,26,50,
2267,"Pearl River County,  Mississippi",38.9,32.2,46,
2268,"Pecos County,  Texas",46.4,31.7,60.7,
2269,"Pembina County,  North Dakota",39.1,32.5,46.1,
2270,"Pemiscot County,  Missouri",36.3,29.3,43.8,
2271,"Pend Oreille County,  Washington",40.3,33.4,47.3,
2272,"Pender County,  North Carolina",30,22.2,38.8,
2273,"Pendleton County,  Kentucky",32.8,23.6,43.2,
2274,"Pendleton County,  West Virginia",31.2,23,41.2,
2275,"Pennington County,  Minnesota",26.1,21.1,31.4,
2276,"Pennington County,  South Dakota",28.3,25.7,30.8,
2277,"Penobscot County,  Maine",33.7,31.4,36,
2278,"Peoria County,  Illinois",36,29.3,42.8,
2279,"Pepin County,  Wisconsin",31.6,20.7,43.7,
2280,"Perkins County,  Nebraska",25,18.8,31.7,
2281,"Perkins County,  South Dakota",29.1,21.2,38.1,
2282,"Perquimans County,  North Carolina",34.2,25.2,43.9,
2283,"Perry County,  Alabama",43.6,36.2,51.4,
2284,"Perry County,  Arkansas",32.9,23.4,44.4,
2285,"Perry County,  Illinois",31.9,19.8,45.6,
2286,"Perry County,  Indiana",35.7,27.4,44.7,
2287,"Perry County,  Kentucky",40.8,36.1,45.5,
2288,"Perry County,  Mississippi",33.6,25,42.5,
2289,"Perry County,  Missouri",37.5,27.3,48.8,
2290,"Perry County,  Ohio",35.5,29.8,41.5,
2291,"Perry County,  Pennsylvania",26.2,18.1,35.9,
2292,"Perry County,  Tennessee",28.7,17.9,41.1,
2293,"Pershing County,  Nevada",34.3,24.3,44.7,
2294,"Person County,  North Carolina",28.8,19.5,40.3,
2295,"Petersburg Census Area,  Alaska",24.1,15.7,34.7,
2296,"Petersburg City,  Virginia",39.9,33.2,46.8,
2297,"Petroleum County,  Montana",25.2,15.8,38,
2298,"Pettis County,  Missouri",37.1,28.7,46.2,
2299,"Peñuelas Municipio,  Puerto Rico",No Data,No Data,No Data,
2300,"Phelps County,  Missouri",35.2,27.9,42.6,
2301,"Phelps County,  Nebraska",36.6,30.1,43.6,
2302,"Philadelphia County,  Pennsylvania",27.6,25.6,29.6,"1,584,138.00"
2303,"Phillips County,  Arkansas",42.8,35.6,50.4,
2304,"Phillips County,  Colorado",31.5,23.4,40.6,
2305,"Phillips County,  Kansas",34.2,26.9,41.7,
2306,"Phillips County,  Montana",34.9,27.5,42.7,
2307,"Piatt County,  Illinois",23.8,15,35.4,
2308,"Pickaway County,  Ohio",33.9,26.1,42.1,
2309,"Pickens County,  Alabama",35,27.2,43.2,
2310,"Pickens County,  Georgia",29.2,20.2,39.8,
2311,"Pickens County,  South Carolina",32.2,27.4,36.7,
2312,"Pickett County,  Tennessee",31.2,20.1,44.7,
2313,"Pierce County,  Georgia",36.2,23.9,49.2,
2314,"Pierce County,  Nebraska",32,27.2,37.1,
2315,"Pierce County,  North Dakota",36.9,29,45.4,
2316,"Pierce County,  Washington",31,29.3,32.6,"891,299.00"
2317,"Pierce County,  Wisconsin",26.7,18.9,35.3,
2318,"Pike County,  Alabama",36.5,29.6,43.6,
2319,"Pike County,  Arkansas",33.8,25.2,42.9,
2320,"Pike County,  Georgia",34.1,22.3,48.7,
2321,"Pike County,  Illinois",29.3,18.8,41.9,
2322,"Pike County,  Indiana",38.4,27.5,51.2,
2323,"Pike County,  Kentucky",38.7,34.7,42.9,
2324,"Pike County,  Mississippi",33.7,28.5,39.1,
2325,"Pike County,  Missouri",37.1,28.7,46.9,
2326,"Pike County,  Ohio",37,30,44.4,
2327,"Pike County,  Pennsylvania",32.1,23,41.8,
2328,"Pima County,  Arizona",25.2,23.7,26.9,"1,039,073.00"
2329,"Pinal County,  Arizona",33.3,30.7,35.8,"447,138.00"
2330,"Pine County,  Minnesota",34.8,30,39.7,
2331,"Pinellas County,  Florida",24.6,22.1,27.1,"975,280.00"
2332,"Pipestone County,  Minnesota",31.4,24,40,
2333,"Piscataquis County,  Maine",37.6,33.9,41.5,
2334,"Pitkin County,  Colorado",13.2,9.4,18.7,
2335,"Pitt County,  North Carolina",35.9,31.1,40.8,
2336,"Pittsburg County,  Oklahoma",35.3,29.4,41.9,
2337,"Pittsylvania County,  Virginia",38,33.4,43,
2338,"Piute County,  Utah",25.9,17.4,37.2,
2339,"Placer County,  California",20.3,16.8,24.2,"393,149.00"
2340,"Plaquemines Parish,  Louisiana",37.3,30.7,43.4,
2341,"Platte County,  Missouri",29.6,24.7,34.8,
2342,"Platte County,  Nebraska",35.7,32.5,38.8,
2343,"Platte County,  Wyoming",29.9,23.8,36.4,
2344,"Pleasants County,  West Virginia",31.4,22.4,41.2,
2345,"Plumas County,  California",26,15.2,40.7,
2346,"Plymouth County,  Iowa",32.2,25.1,40.2,
2347,"Plymouth County,  Massachusetts",27.7,25.4,30.1,"518,132.00"
2348,"Pocahontas County,  Iowa",37.9,27.9,49.1,
2349,"Pocahontas County,  West Virginia",30.9,23.2,39.2,
2350,"Poinsett County,  Arkansas",42.6,33.5,51.4,
2351,"Pointe Coupee Parish,  Louisiana",31,21.8,42.5,
2352,"Polk County,  Arkansas",34.1,26.7,42,
2353,"Polk County,  Florida",37.6,34.6,40.9,"708,009.00"
2354,"Polk County,  Georgia",37.8,26.2,50.1,
2355,"Polk County,  Iowa",31.8,29.6,33.7,"487,204.00"
2356,"Polk County,  Minnesota",39.6,34.7,44.7,
2357,"Polk County,  Missouri",38.7,29.5,48.6,
2358,"Polk County,  Nebraska",35.2,29.1,41.2,
2359,"Polk County,  North Carolina",33.6,23.3,44.9,
2360,"Polk County,  Oregon",34.8,29.1,40.8,
2361,"Polk County,  Tennessee",34.1,25.3,44.5,
2362,"Polk County,  Texas",44.4,33.3,56.1,
2363,"Polk County,  Wisconsin",33,25.7,41,
2364,"Ponce Municipio,  Puerto Rico",No Data,No Data,No Data,
2365,"Pondera County,  Montana",35.2,27.9,42.6,
2366,"Pontotoc County,  Mississippi",35,27.7,42.4,
2367,"Pontotoc County,  Oklahoma",33,27.3,38.9,
2368,"Pope County,  Arkansas",34.5,28.9,40,
2369,"Pope County,  Illinois",25.3,15.3,39.5,
2370,"Pope County,  Minnesota",30.2,23.4,38.2,
2371,"Poquoson City,  Virginia",37.6,25.6,51.1,
2372,"Portage County,  Ohio",28.2,23,33.5,
2373,"Portage County,  Wisconsin",31.4,25.5,38,
2374,"Porter County,  Indiana",33.3,29.8,36.7,
2375,"Portsmouth City,  Virginia",39.1,34.3,44.1,
2376,"Posey County,  Indiana",31,23,39.5,
2377,"Pottawatomie County,  Kansas",31.1,27.4,34.9,
2378,"Pottawatomie County,  Oklahoma",36,31.2,41.4,
2379,"Pottawattamie County,  Iowa",41.2,37.5,45.7,
2380,"Potter County,  Pennsylvania",28.6,19.4,39.3,
2381,"Potter County,  South Dakota",27.2,17.4,39.7,
